"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Zeitschrift fur Agyptische Sprache und Altertumskunde";0,2;"52.0%
526/1106
Literature and Literary Theory";19;81;20;0,395;0,114;"Walter de Gruyter"
"Anales de Filologia Francesa";0,1;"31.0%
762/1106
Literature and Literary Theory";19;158;9;0,053;0,116;"Universidad de Murcia"
"Journal of Muslim Philanthropy and Civil Society";0,5;"50.0%
643/1304
Cultural Studies";19;40;38;0,243;0,116;"Indiana University Press"
"Aleph";0,8;"79.0%
363/1760
History";19;24;63;0;0,101;"Indiana University Press"
"Proceedings of Symposia in Pure Mathematics";0,6;"10.0%
357/399
General Mathematics";19;34;18;1,888;"N/A";"American Mathematical Society"
"Anthropos";0,2;"22.0%
428/552
Arts and Humanities (miscellaneous)";19;114;13;0,397;0,128;"Nomos Verlagsgesellschaft mbH and Co. KG"
"International Journal of Space Science and Engineering";1;"19.0%
123/153
Aerospace Engineering";19;20;45;0,443;0,215;"Inderscience Publishers"
"African American Review";0,3;"54.0%
499/1106
Literature and Literary Theory";19;76;14;0,55;0,12;"Johns Hopkins University Press"
"Children's Literature Association Quarterly";0,2;"52.0%
526/1106
Literature and Literary Theory";19;81;16;0,328;0,101;"Johns Hopkins University Press"
"Linguistics in the Netherlands";0,3;"37.0%
683/1088
Language and Linguistics";19;58;24;0,414;0,246;"John Benjamins Publishing Company"
"Historiographia Linguistica";0,5;"66.0%
589/1760
History";19;35;40;1,323;0,11;"John Benjamins Publishing Company"
"Implicit Religion";0,3;"49.0%
327/644
Religious Studies";19;58;22;0,51;0,135;"Equinox Publishing Ltd"
"Lexicography";0,5;"52.0%
520/1088
Language and Linguistics";19;36;31;0,436;0,167;"Equinox Publishing Ltd"
"China Nonprofit Review";0,7;"33.0%
975/1466
Sociology and Political Science";19;27;33;0,421;0,114;"Tsinghua University Press"
"Journal of Medicine Access";0,6;"20.0%
318/398
Medicine (miscellaneous)";19;34;24;0,804;0,168;"SAGE"
"Implementation Research and Practice";0,5;"11.0%
170/192
Neurology";19;37;38;1,221;1,503;"SAGE"
"Duke Environmental Law and Policy Forum";1,1;"55.0%
457/1025
Law";19;18;50;"N/A";0,247;"Duke University School of Law"
"Cadernos CEDES";0,2;"4.0%
1467/1543
Education";19;94;11;0,166;0,101;"Centro de Estudos Educacao e Sociedade - CEDES"
"WSEAS Transactions on Heat and Mass Transfer";0,4;"12.0%
335/384
Industrial and Manufacturing Engineering";19;52;23;0,085;0,11;"WSEAS Press"
"Revista Medica de Rosario";0,3;"17.0%
524/636
General Medicine";19;64;19;0,046;0,113;"Circulo Medico de Rosario"
"A Contrario";0,3;"58.0%
459/1106
Literature and Literary Theory";19;69;25;0,427;0,103;"Editions Antipodes"
"Culture and Religion";0,3;"51.0%
316/644
Religious Studies";19;55;18;0,494;0,122;"Taylor & Francis"
"Military Balance";1;"42.0%
405/706
Political Science and International Relations";19;20;55;"N/A";0,13;"Taylor & Francis"
"Slavic and East European Journal";0,1;"25.0%
824/1106
Literature and Literary Theory";19;196;8;0,29;0,106;"American Association of Teachers of Slavic and East European Languages"
"Pelviperineology";0,2;"9.0%
190/209
Obstetrics and Gynecology";19;95;15;0,125;0,126;"Galenos Publishing House"
"Revolutionary Russia";0,4;"53.0%
809/1760
History";19;51;27;0,47;0,101;"Taylor & Francis"
"Current Writing";0,3;"61.0%
424/1106
Literature and Literary Theory";19;63;24;0,16;0,105;"Taylor & Francis"
"Southern Journal for Contemporary History";0,4;"56.0%
769/1760
History";19;47;30;0,418;0,111;"University of the Free State"
"Slavistica Vilnensis";0,3;"29.0%
765/1088
Language and Linguistics";19;76;18;0,183;0,101;"Vilnius University Press"
"Advanced Information and Knowledge Processing";0,5;"7.0%
137/148
Information Systems and Management";19;40;35;"N/A";"N/A";"Springer Nature"
"Nanotechnology Perceptions";0,4;"9.0%
278/307
General Engineering";19;47;11;0,064;0,106;"Collegium Basilea"
"International Journal of Critical Indigenous Studies";1,1;"87.0%
222/1760
History";19;17;29;0,184;0,114;"Queensland University of Technology"
"Drug Development and Delivery";0,2;"8.0%
168/183
Pharmaceutical Science";19;113;12;0,077;0,104;"Drug Delivery Technology"
"Enfances et Psy";0,1;"4.0%
1405/1466
Sociology and Political Science";19;188;9;0,189;0,122;"Editions Eres"
"Analele Universitatii din Craiova, Seria Filozofie";0,3;"40.0%
481/806
Philosophy";19;60;8;0,006;0,106;"Universitatea din Craiova"
"Cliniques Mediterraneennes";0,1;"4.0%
297/311
Clinical Psychology";19;145;10;0,627;0,122;"Editions Eres"
"Studia Universitatis Babes-Bolyai Biologia";0,3;"3.0%
211/219
Environmental Science (miscellaneous)";19;69;19;0,075;0,116;"Babes-Bolyai University"
"Korean Language in America";0,7;"61.0%
420/1088
Language and Linguistics";19;26;38;0,251;0,154;"Penn State University Press"
"Social Medicine";0,3;"6.0%
349/371
Health (social science)";19;60;17;0,042;0,114;"Social Medicine Publication Group"
"International Journal of Sustainability in Economic, Social, and Cultural Context";0,5;"24.0%
1114/1466
Sociology and Political Science";19;39;28;0,175;0,14;"Common Ground Research Networks"
"Praticas da Historia";0,2;"37.0%
1108/1760
History";19;80;23;0,168;0,104;"Nova University Lisbon"
"Journal of Language Relationship";0,8;"62.0%
405/1088
Language and Linguistics";19;25;40;0,498;0,112;"Russian State University for the Humanities"
"International Journal of Interdisciplinary Cultural Studies";0,4;"47.0%
680/1304
Cultural Studies";19;43;26;0,15;0,123;"Common Ground Research Networks"
"Korean Journal of Medical History";0,2;"18.0%
181/223
History and Philosophy of Science";19;88;17;0,142;0,112;"Korean Society for the History of Medicine"
"Minnesota Review";0,3;"57.0%
470/1106
Literature and Literary Theory";19;71;13;0,044;0,101;"University of Missouri - Columbia, Department of English"
"Catedral Tomada";0,2;"41.0%
652/1106
Literature and Literary Theory";19;109;10;0,22;0,177;"University Library System, University of Pittsburgh"
"Transactions of Japanese Society for Medical and Biological Engineering";0,1;"1.0%
298/303
Biomedical Engineering";19;185;8;0,075;0,139;"Japanese Society for Medical and Biological Engineering"
"Przeglad Pediatryczny";0,1;"5.0%
312/330
Pediatrics, Perinatology and Child Health";19;135;9;0,027;0,103;"Wydawnictwo Czelej Sp. z o.o."
"Contemporary Diagnostic Radiology";0,2;"4.0%
524/551
Surgery";19;108;13;0,071;0,119;"Wolters Kluwer Health"
"Transactions of the Japan Society for Computational Engineering and Science";0,4;"7.0%
283/307
General Engineering";19;52;23;0,204;0,115;"Nihon Keisan Kogakkai"
"Modern Approaches in Solid Earth Sciences";0,2;"5.0%
170/179
Earth-Surface Processes";19;80;15;"N/A";"N/A";"Springer Nature"
"Annals of the Naprstek Museum";0,4;"56.0%
769/1760
History";19;47;23;0,552;0,101;"National Museum"
"Raptor Journal";0,8;"16.0%
408/490
Animal Science and Zoology";19;24;50;0,591;0,203;"Walter de Gruyter"
"Imagologiya i Komparativistika";0,2;"36.0%
706/1106
Literature and Literary Theory";19;126;10;0,17;0,127;"Tomsk State University"
"Cuadernos de Linguistica Hispanica";0,3;"31.0%
751/1088
Language and Linguistics";19;72;13;0,314;0,15;"Universidad Pedagogica y Tecnologica de Colombia"
"Illes i Imperis";0,3;"43.0%
991/1760
History";19;65;14;0,713;0,131;"Universitat Pompeu Fabra"
"Revista de Musicologia";0,2;"20.0%
144/180
Music";19;114;10;0,597;0,141;"Sociedad Espanola de Musicologia"
"Surgery Eastern Europe";0,1;"3.0%
533/551
Surgery";19;168;9;0,129;0,119;"Professionalnye Izdaniya"
"Barnboken";0,4;"69.0%
333/1106
Literature and Literary Theory";19;51;24;0,769;0,115;"Swedish Institute for Children's Books"
"English Scholarship Beyond Borders";0,6;"56.0%
475/1088
Language and Linguistics";19;32;38;1,002;0,187;"Editorial Board English Scholarship Beyond Borders"
"Russian Family Doctor";0,2;"18.0%
46/56
Family Practice";19;94;17;0,067;0,105;"Eco-Vector LLC"
"Verba";0,3;"38.0%
666/1088
Language and Linguistics";19;55;20;0,356;0,14;"Universidade de Santiago de Compostela"
"Vjesnik Arheoloskog Muzeja u Zagrebu";0,3;"30.0%
285/413
Archeology (arts and humanities)";19;63;25;0,116;0,104;"Archaeological museum in Zagreb"
"Latin-American Journal of Discourse Studies";0,3;"28.0%
838/1167
Linguistics and Language";19;71;21;0,232;0,212;"Latinamerican Association of Discourse Studies"
"Cyprus Review";0,4;"26.0%
759/1025
Law";19;52;23;0,153;0,143;"University of Nicosia"
"International Public History";0,4;"52.0%
845/1760
History";19;54;20;0,336;0,136;"Walter de Gruyter"
"Stasis";0,5;"58.0%
335/806
Philosophy";19;35;17;0,402;0,115;"European University at Saint-Petersburg"
"Plato Journal";0,3;"42.0%
463/806
Philosophy";19;57;19;0,777;0,131;"Coimbra University Press"
"452ºF";0,2;"36.0%
696/1106
Literature and Literary Theory";19;123;10;0,164;0,115;"Universitat de Barcelona, Facultad de Filologia"
"Archimedes";0,2;"25.0%
1319/1760
History";19;118;12;"N/A";"N/A";"Springer Nature"
"Wiener Tierarztliche Monatsschrift";0,4;"10.0%
175/194
General Veterinary";19;50;32;0,063;0,125;"Osterreichische Gesellschaft der Tierarztinnen und Tierarzte"
"Theoretical Studies in Literature and Art";0;"11.0%
980/1106
Literature and Literary Theory";19;456;4;0,031;0,129;"East China Normal University Press"
"Iranian Journal of Neurosurgery";0,2;"4.0%
528/551
Surgery";19;122;13;0,029;"N/A";"Guilan University of Medical Sciences"
"Jerusalem Studies in Arabic and Islam";0,4;"72.0%
308/1106
Literature and Literary Theory";19;48;27;0,641;0,114;"The Max Schloessinger Memorial Foundation, The Hebrew University of Jerusalem"
"Journal of Knowledge and Health in Basic Medical Sciences";0,2;"9.0%
577/636
General Medicine";19;111;10;0,036;0,11;"Shahroud University of Medical Sciences"
"Whatever";0,3;"62.0%
415/1106
Literature and Literary Theory";19;62;16;0,306;0,134;"University of Pisa"
"Indonesian Journal of Obstetrics and Gynecology";0,1;"3.0%
116/120
Urology";19;160;11;0,052;0,102;"Indonesian Society of Obstetrics and Gynecology"
"Journal of Philosophical Economics: Reflections on Economic and Social Issues";0,6;"59.0%
325/806
Philosophy";19;34;32;0,875;0,113;"Bucharest University of Economic Studies Publishing House"
"International Series in Advanced Management Studies";0,4;"12.0%
191/218
General Business, Management and Accounting";19;43;28;"N/A";"N/A";"Scientific Research Institute - Ochapovsky Clinical Regional Hospital no. 1"
"Functional Differential Equations";0,5;"8.0%
120/130
Control and Optimization";19;42;36;0,173;0,117;"Ariel University Press"
"Bulgarian Journal of Psychiatry";0,3;"5.0%
538/567
Psychiatry and Mental Health";19;72;21;0,115;0,144;"Bulgarian Psychiatric Association (BPA)"
"Law of Justice Journal";0,1;"9.0%
929/1025
Law";19;131;10;0,477;0,12;"Universidade de Passo Fundo"
"Revista de la Facultad de Derecho y Ciencias Politicas";0,2;"14.0%
879/1025
Law";19;92;13;0,407;0,112;"Universidad Pontificia Bolivariana"
"Revista Juridica Austral";0,3;"20.0%
815/1025
Law";19;67;15;0,493;0,134;"Austral University"
"Proceedings of International Conference on Research in Education and Science";0,1;"1.0%
1516/1543
Education";19;256;5;0,218;0,106;
"Synthesis Lectures on Computer Science";0,5;"10.0%
120/133
Computer Science (miscellaneous)";19;38;11;4,166;0,65;"Springer Nature"
"Indian Journal of Animal Reproduction";0,1;"4.0%
34/35
Veterinary (miscellaneous)";19;164;10;0,306;"N/A";"ACS Publisher"
"Cahiers Critiques de Therapie Familiale et de Pratiques de Reseaux";0,2;"6.0%
292/311
Clinical Psychology";19;90;12;0,116;0,134;"De Boeck"
"GPS World";0,1;"1.0%
192/195
General Earth and Planetary Sciences";19;132;8;0;0,111;"North Coast Media"
"Seed and Plant Journal";0,2;"4.0%
185/193
Agricultural and Biological Sciences (miscellaneous)";19;86;15;0,122;"N/A";"Seed and Plant Improvement Research Institute"
"Revista Chilena de Derecho y Ciencia Politica";0,3;"21.0%
807/1025
Law";19;66;20;0,486;"N/A";"Catholic University of Temuco Faculty of Law Economics and Administrative Sciences"
"Acta Biologica Universitatis Daugavpiliensis";0,3;"8.0%
178/193
Agricultural and Biological Sciences (miscellaneous)";19;57;18;"N/A";"N/A";"Daugavpils University Academic Press ""Saule"""
"Animal Science and Genetics";0,3;"6.0%
365/389
Food Science";19;56;25;0,342;"N/A";"Polish Society of Animal Production"
"Dancecult";0,6;"76.0%
158/667
Visual Arts and Performing Arts";19;32;34;0,462;0,128;"University of Huddersfield"
"Croatian Journal of Philosophy";0,2;"29.0%
571/806
Philosophy";19;89;17;0,095;0,126;"Institute of Philosophy"
"Libres";0,6;"34.0%
185/280
Library and Information Sciences";19;30;37;0,191;0,132;"Nanyang Technological University"
"Revista Mexicana de Angiologia";0,2;"8.0%
356/387
Cardiology and Cardiovascular Medicine";19;78;18;0,034;0,114;"Sociedad Mexicana de Angiologia y Cirugia Vascular"
"KNOB Bulletin";0,5;"70.0%
198/667
Visual Arts and Performing Arts";19;38;32;0,052;0,109;"Koninklijke Nederlandse Oudheidkundige Bond"
"Estudios de Historia Moderna Contemporanea de Mexico";0,2;"33.0%
1177/1760
History";20;95;16;1,218;0,116;"Universidad Nacional Autonoma de Mexico"
"Estudios de Historia Novohispana";0,4;"58.0%
725/1760
History";20;46;28;1,014;"N/A";"Universidad Nacional Autonoma de Mexico"
"Filosoficky Casopis";0,1;"16.0%
535/644
Religious Studies";20;185;8;0,333;0,106;"Czech Academy of Sciences"
"Passato e Presente";0,1;"23.0%
1353/1760
History";20;138;10;0,678;0,1;"Franco Angeli Edizioni"
"New Zealand Dental Journal";0,3;"9.0%
120/132
General Dentistry";20;62;19;0,235;0,143;"New Zealand Dental Association"
"Journal of Religion and Violence";0,7;"75.0%
156/644
Religious Studies";20;29;45;0,36;0,128;"Philosophy Documentation Center"
"Trends in Glycoscience and Glycotechnology";0,4;"4.0%
202/211
Organic Chemistry";20;47;26;0,051;0,13;"Gakushin Publishing Company"
"Tijdschrift voor Communicatiewetenschap";0,3;"13.0%
441/511
Communication";20;65;23;0,081;0,18;"Uitgeverij Boom"
"Internistische Praxis";0,1;"1.0%
165/167
Internal Medicine";20;363;4;0,022;0,105;"Hans Marseille Verlag GmbH"
"Trasvases Entre la Literatura y el Cine";0,3;"64.0%
390/1106
Literature and Literary Theory";20;62;23;0,048;0,102;"Universidad de Malaga"
"Social Security Bulletin";0,7;"30.0%
420/604
Social Sciences (miscellaneous)";20;30;43;0,612;0,25;"US Social Security Administration"
"BYU Studies Quarterly";0,1;"13.0%
1517/1760
History";20;234;6;0,003;0,111;"Brigham Young University"
"Kranion";0,2;"5.0%
377/400
Neurology (clinical)";20;89;16;0,091;0,109;"Publicaciones Permanyer"
"Review of Middle East Studies";0,3;"40.0%
1055/1760
History";20;77;16;0,46;0,108;"Cambridge University Press"
"Terrae Incognitae";0,5;"63.0%
641/1760
History";20;40;25;"N/A";0,113;"Taylor & Francis"
"Theology and Sexuality";0,5;"67.0%
211/644
Religious Studies";20;38;32;0,362;0,104;"Taylor & Francis"
"Research in Finance";1,1;"26.0%
234/317
Finance";20;18;50;0,223;0,119;"Emerald Publishing"
"Journal of Wetland Archaeology";1,4;"79.0%
84/413
Archeology (arts and humanities)";20;14;64;0,375;0,279;"Taylor & Francis"
"Archaeologiai Ertesito";0,5;"65.0%
607/1760
History";20;38;37;1,043;0,21;"Akademiai Kiado"
"Approaches to Translation Studies";0,4;"73.0%
290/1106
Literature and Literary Theory";20;49;31;"N/A";"N/A";"Brill"
"Youth in a Globalizing World";0,2;"10.0%
1317/1466
Sociology and Political Science";20;91;14;0;0,108;"Brill"
"Diplomatic Studies";0,6;"37.0%
643/1025
Law";20;34;32;"N/A";"N/A";"Brill"
"Journal of Jewish Thought and Philosophy";0,4;"75.0%
271/1106
Literature and Literary Theory";20;47;30;1,263;0,175;"Brill"
"Ecclesiology";0,3;"46.0%
346/644
Religious Studies";20;65;20;0,981;0,13;"Brill"
"Philosophia Reformata";0,5;"64.0%
225/644
Religious Studies";20;40;35;0,322;0,157;"Brill"
"Social Sciences and Missions";0,4;"54.0%
294/644
Religious Studies";20;52;27;0,584;0,107;"Brill"
"Geocriticism and Spatial Literary Studies";0,1;"35.0%
715/1106
Literature and Literary Theory";20;139;9;"N/A";"N/A";"Springer Nature"
"Public Roads";0,2;"4.0%
362/379
Civil and Structural Engineering";20;116;9;"N/A";0,126;"U.S. Federal Highway Administration"
"Critical Studies of the Asia-Pacific";0,6;"27.0%
509/706
Political Science and International Relations";20;36;17;"N/A";"N/A";"Springer Nature"
"MAIA-Rivista di Letterature Classiche";0,1;"35.0%
716/1106
Literature and Literary Theory";20;140;11;0;0,1;"Cappelli Editore"
"Physics in Perspective";0,6;"70.0%
517/1760
History";20;33;33;0,515;0,233;"Springer Nature"
"Iberoromania";0,3;"61.0%
420/1106
Literature and Literary Theory";20;66;20;0,521;0,145;"Walter de Gruyter"
"American Religion";0,4;"47.0%
689/1304
Cultural Studies";20;46;28;"N/A";0,189;"Indiana University Press"
"Retraite et Societe";0,4;"18.0%
1191/1466
Sociology and Political Science";20;51;25;0,531;0,128;"Documentation Francaise"
"Journal of Energy and Development";0,7;"12.0%
625/716
Economics and Econometrics";20;29;24;0,134;0,209;"International Research Center for Energy and Economic Development"
"Revue Historique";0,1;"19.0%
1416/1760
History";20;161;8;0,689;0,125;"Presses Universitaires de France"
"Sub-Stance";0,2;"37.0%
694/1106
Literature and Literary Theory";20;129;10;0,25;0,11;"Johns Hopkins University Press"
"Arizona Quarterly";0,3;"57.0%
467/1106
Literature and Literary Theory";20;74;12;0,742;0,127;"Johns Hopkins University Press"
"Rhetorica - A Journal of the History of Rhetoric";0,4;"76.0%
259/1106
Literature and Literary Theory";20;46;24;0,672;0,109;"Johns Hopkins University Press"
"Journal of Contextual Economics-Schmollers Jahrbuch";0,4;"15.0%
509/604
Social Sciences (miscellaneous)";20;55;20;0,253;0,152;"Duncker und Humblot GmbH"
"Psychotherapies";0,2;"6.0%
291/311
Clinical Psychology";20;86;16;0,141;0,107;"Editions Medecine et Hygiene"
"Written Language and Literacy";0,6;"54.0%
498/1088
Language and Linguistics";20;36;33;0,476;0,204;"John Benjamins Publishing Company"
"Perfect Beat";0,6;"59.0%
74/180
Music";20;35;37;0,672;0,135;"Equinox Publishing Ltd"
"Buddhist Studies Review";0,5;"67.0%
211/644
Religious Studies";20;38;29;0,927;0,167;"Equinox Publishing Ltd"
"Himalaya";0,3;"10.0%
543/604
Social Sciences (miscellaneous)";20;75;16;0,079;0,106;"Nepal Studies Association"
"Studi e Saggi Linguistici";0,6;"58.0%
454/1088
Language and Linguistics";20;31;32;1,409;0,112;"Edizioni ETS"
"European Yearbook of the History of Psychology";1;"83.0%
285/1760
History";20;21;38;0,306;0,11;"Brepols Publishers"
"Graeco-Latina Brunensia";0,2;"42.0%
98/170
Classics";20;93;17;0,728;0,119;"Masarykova Universita"
"Linguistica Uralica";0,3;"34.0%
717/1088
Language and Linguistics";20;67;22;0,306;0,135;"Estonian Academy Publishers"
"Palimpsestes";0,4;"74.0%
283/1106
Literature and Literary Theory";20;48;23;0,659;0,112;"La Lettre Volee"
"Journal of Glass Studies";0,5;"72.0%
184/667
Visual Arts and Performing Arts";20;37;38;0,352;0,132;"Corning Museum of Glass"
"Journal of Dance and Somatic Practices";0,2;"44.0%
367/667
Visual Arts and Performing Arts";20;83;22;0,172;0,116;"Intellect Publishers"
"Modern Language Review";0,1;"18.0%
904/1106
Literature and Literary Theory";20;279;6;0,229;0,1;"Modern Humanities Research Association"
"Journal of the Chinese Institute of Civil and Hydraulic Engineering";0,1;"3.0%
368/379
Civil and Structural Engineering";20;225;7;0,027;0,103;"Chinese Institute of Civil and Hydraulic Engineering"
"Magic, Ritual, and Witchcraft";0,2;"29.0%
1234/1760
History";20;106;14;0,562;0,144;"University of Pennsylvania Press"
"Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte";0,3;"56.0%
486/1106
Literature and Literary Theory";20;77;14;6;0,106;"J.B. Metzler'sche Verlagsbuchhandlung und C.E. Poeschel Verlag GmbH Stuttgart-Weimar"
"Revue d'Histoire du XIXe Siecle";0,2;"27.0%
1269/1760
History";20;115;13;0,318;0,12;"Societe d'histoire de la revolution de 1848 et des revolutions du XIXe siecle"
"Historia";0,1;"18.0%
1435/1760
History";20;173;10;0,134;0,1;"Universidade Estadual Paulista"
"Studia Liturgica";0,3;"42.0%
367/644
Religious Studies";20;70;19;0;0,139;"Societas Liturgica"
"World of Music";0,5;"52.0%
86/180
Music";20;44;41;0,312;0,135;"VWB - Verlag für Wissenschaft und Bildung"
"Studia Universitatis Babes-Bolyai Sociologia";0,7;"31.0%
1006/1466
Sociology and Political Science";20;30;37;0,485;0,162;"Universitatea Babes-Bolyai"
"Nonlinear Physical Science";0,2;"5.0%
81/85
Mathematical Physics";20;84;14;"N/A";"N/A";"Springer Nature"
"Filosofia Politica";0,2;"27.0%
1273/1760
History";20;116;15;0,583;0,168;"Il Mulino publishing house"
"Journal of King Abdulaziz University, Marine Science";0,4;"9.0%
237/261
Water Science and Technology";20;47;23;0,112;0,129;"King Abdulaziz University Scientific Publishing Center"
"International Journal of Assessment and Evaluation";0,4;"11.0%
1362/1543
Education";20;46;17;0,248;0,125;"Common Ground Research Networks"
"International Journal of Diversity in Education";0,4;"44.0%
719/1304
Cultural Studies";20;49;27;0,287;0,128;"Common Ground Research Networks"
"Food Studies";0,5;"54.0%
588/1304
Cultural Studies";20;37;24;0,216;0,11;"Common Ground Research Networks"
"Oxymag";0,2;"10.0%
29/32
Emergency Nursing";20;119;15;0,015;0,11;"Elsevier"
"Communications on Applied Nonlinear Analysis";0,3;"5.0%
183/193
Analysis";20;71;23;0,123;0,125;"International Publications"
"Tanzania Journal of Health Research";0,2;"13.0%
548/636
General Medicine";20;82;13;0,117;0,172;"National Institute for Medical Research"
"Fauna Norvegica";1,1;"24.0%
372/490
Animal Science and Zoology";20;19;58;0,951;0,175;"Norwegian University of Science and Technology"
"Revista de Economia del Rosario";0,6;"16.0%
240/288
General Economics, Econometrics and Finance";20;36;25;0,338;0,157;"Universidad del Rosario"
"Studia Warminskie";0,2;"26.0%
1287/1760
History";20;119;10;0,202;0,196;"University of Warmia and Mazury in Olsztyn"
"Soins Pediatrie/Puericulture";0,1;"6.0%
24/25
Pediatrics";20;195;8;0,067;0,115;"Elsevier"
"Medecine et Droit";0,3;"19.0%
826/1025
Law";20;75;17;0,254;0,127;"Elsevier"
"Analele Universitatii din Craiova - Seria Istorie";0,3;"43.0%
993/1760
History";20;69;10;0,185;0,101;"Universitaria Publishing House, University of Craiova"
"Magyar Nyelv";0,1;"14.0%
933/1088
Language and Linguistics";20;168;9;0,603;0,183;"Argumentum Kiado"
"Syria";0,2;"46.0%
359/667
Visual Arts and Performing Arts";20;81;20;0,345;0,108;"Institut Francais du Proche-Orient"
"Ethnologia Fennica";0,4;"48.0%
676/1304
Cultural Studies";20;45;29;1,095;0,174;"Suomen Kansatieteilijoiden Yhdistys Ethnos"
"Czech Yearbook of Public and Private International Law";0,2;"12.0%
894/1025
Law";20;112;12;1,718;0,122;"Czech Society of International Law"
"Northwestern Journal of International Law and Business";0,6;"39.0%
617/1025
Law";20;31;35;0;0,101;"Northwestern University School of Law"
"Journal of African Languages and Linguistics";0,6;"56.0%
471/1088
Language and Linguistics";20;33;30;0,771;0,272;"Walter de Gruyter"
"Yearbook of Phraseology";0,8;"63.0%
403/1088
Language and Linguistics";20;26;35;0,115;0,155;"Walter de Gruyter"
